,phrase,sentiment values
750,poorli stage,0.18056
751,even haunt mr . spielberg 's 1993 classic,0.70833
752,fanat,0.52778
753,mr. polanski element,0.76389
754,one man 's downfal,0.48611
755,film 's cast uniformli superb,0.76389
756,tiro em columbin acerta,0.5
757,make one pure enjoy satisfi even movi 've .,0.94444
758,"actual trick think worn-out , pander palav actual funni",0.31944
759,"would done well end flaw , dazzl seri rais someth cremast",0.19444
760,new film much eye-catch blood-drench stephen norrington-direct predecessor,0.72222
761,watch documentari wartim navajo,0.56944
762,like heartili sick mayhem cage 's war-weari marin .,0.31944
763,nearli readi,0.51389
764,semi-amus watch robert deniro belt `` 're jet,0.66667
765,sidesplit,0.5
766,"natur , unforc style",0.58333
767,besid,0.5
768,becom someth lame tri evad respons,0.38889
769,anim charact,0.5
770,"movi ? kid , n't need lesson repugn . 's also smart barb enough older viewer -- everyon think poo-poo joke ` edgi . '",0.125
771,get know,0.55556
772,grant n't need floppi hair self-deprec stammer,0.4305600000000001
773,first-rat,0.25
774,shock,0.54167
775,entertain parent love kid,0.8333299999999999
776,", least provid strong itch explor",0.66667
777,"coppola , along sister ,",0.5
778,magnolia,0.5
779,darn n't also keep us rivet seat .,0.77778
780,real contend arriv septemb,0.51389
781,complet fail gel togeth .,0.30556
782,champion fallibl human heart,0.70833
783,relev,0.5
784,pretti much way,0.44444
785,noth el gallo emerg music,0.31944
786,chill fascin,0.81944
787,turn,0.5
788,urban conflagr,0.5
789,david goliath,0.5
790,twenty-first centuri,0.5
791,"fine , nuanc lead perform",0.75
792,movi deadli dull watch proverbi paint dri would welcom improv .,0.097222
793,provid amaz perform dwarf everyth els film .,0.88889
794,even overwhelm predict,0.29167
795,dumbest,0.055556
796,,0.48611
797,interact,0.4305600000000001
798,nearli imposs look understand,0.27778
799,full viscer impact ruthless armi warpath,0.61111
800,"soaringli , transpar move .",0.72222
801,"'s far frothi piec ,",0.51389
802,"bless sear lead perform ryan gosl ( murder number ) , movi power provoc . 's also built faulti premis , one follow melodrama silli .",0.58333
803,light,0.5
804,parti,0.54167
805,wang xiaoshuai direct intric structur well-real drama present fascin glimps urban life class warfar embroil two young men .,0.61111
806,"littl , apart rais topic , stoke convers",0.31944
807,outr aspect,0.47222
808,"work , sort like michael jackson 's nose",0.38889
809,least dream imag west savor whenev film 's lamer instinct saddl,0.4305600000000001
810,", talk cinephil 's feast , invit countless interpret .",0.68056
811,"cinephil 's feast , invit countless interpret",0.61111
812,messi emot,0.41667
813,particular,0.58333
814,"'s best avoid imprison dull , nerdi folk inhabit cherish",0.29167
815,wit,0.5
816,"intellig , move invigor",1.0
817,anyon old enough earn 50-year friendship,0.55556
818,1955 novel,0.5
819,elliott 's,0.5
820,final predict leav much impress,0.38889
821,like vincent price horror classic '60,0.73611
822,level act elev materi pat inspir statu give sturdi solid 've long associ washington actor .,0.77778
823,one way,0.56944
824,heart humor,0.77778
825,n't feel like film stray past two half mark,0.29167
826,subtli undermin messag christian love compass,0.52778
827,kind film leav scratch head amaz fact mani talent peopl could particip ill-advis poorli execut idea .,0.083333
828,thi kim,0.5
829,music,0.5
830,would benefit littl dramat tension edit,0.30556
831,"less wow factor funni , move yarn hold well two decad",0.66667
832,koshashvili,0.5
833,"'re look smart , nuanc look de sade might happen picpu",0.65278
834,unendur view experi,0.11111
835,frank novak,0.5
836,watch long ago,0.5
837,fiction inspir real-lif event .,0.5
838,made origin men black pleasur,0.68056
839,better known,0.52778
840,"film 's sens imageri give terribl strength , 's propel act .",0.79167
841,recal classic earli italian neoreal,0.68056
842,clever crime comedi,0.86111
843,strong script,0.8333299999999999
844,one funni joke decent one,0.68056
845,due parker 's ill-advis meddl timeless sourc materi,0.36111
846,hey arnold,0.5
847,greater beaus director,0.72222
848,like get excit chocol eclair bite find fill miss,0.19444
849,sin complejo,0.66667
850,simpl,0.56944
851,'' movi,0.5
852,`` collater damag '',0.44444
853,brown,0.5
854,excus rather demonstr patholog evolv human impuls grew hideous twist,0.45833
855,n't particularli like e . . first time,0.29167
856,pull head,0.41667
857,look away,0.40278
858,"fessenden 's horror trilog , theme prove import especi final",0.65278
859,much need,0.63889
860,'d probabl,0.5
861,"present noth special , final act , noth",0.23611
862,specif,0.51389
863,pepper page,0.5
864,monast,0.4305600000000001
865,otherwis bleak,0.34722
866,,0.52778
867,"matter hard tri thrill , touch , yike , uproari",0.58333
868,"visual transform dreari expans dead-end distast charact inhabit poem art , music metaphor .",0.86111
869,complet indec propos,0.66667
870,engag examin,0.63889
871,grate,0.33333
872,might gotten film school first place,0.27778
873,"visual ,",0.5
874,"heart , depth",0.625
875,cut,0.41667
876,barbar,0.40278
877,enviou,0.51389
878,jar,0.5
879,"stori , full hole complet lack chill . ignor reput , ignor film",0.027778
880,could flatter,0.36111
881,rare movi work number level --,0.625
882,spin web dazzl entertain may overst,0.70833
883,singl threat,0.41667
884,yell `,0.5
885,play colleg histori cours,0.52778
886,quietli introspect portrait,0.625
887,film sit squar convict touch good sens experi women,0.44444
888,"littl ponder work shallow entertain , remot incis enough qualifi drama , monsoon wed",0.27778
889,make oliv far interest charact 's line would suggest,0.66667
890,wear possibl pupil repetit,0.31944
891,someth say,0.55556
892,"retool genr piec , tale guy",0.5
893,unusu biopic document male swinger playboy era,0.61111
894,"` love stori , ' ali macgraw 's profan",0.44444
895,watch snatch,0.77778
896,"final danc work , select , becam final form",0.5
897,", manag maintain level sophist intrigu human-scal charact suck audienc .",0.76389
898,overcom resist,0.61111
899,computer-gener cold fish,0.41667
900,viscer danger honest,0.5
901,first product,0.5
902,work food,0.52778
903,"fake , dishonest",0.16667
904,"movi definit meaningless , vapid devoid substanc",0.125
905,wryli subvers tone,0.59722
906,made decad .,0.5
907,film one year 's best .,0.88889
908,veteran painter,0.5
909,expos histori corner .,0.47222
910,goe downhil .,0.25
911,involv true,0.58333
912,film maintain beguil seren pois make access non-narr featur .,0.625
913,", `` orang counti '' far funnier would seem right .",0.72222
914,copi copi copi,0.30556
915,exceedingli memor,0.8472200000000001
916,best movi,0.77778
917,make attract throughout,0.72222
918,bit like get excit chocol eclair bite find fill miss,0.19444
919,'s hate .,0.51389
920,way often,0.48611
921,'re - doing-it-for - the-cash,0.40278
922,smart sassi,0.68056
923,'s music ...,0.5
924,pull,0.51389
925,scari,0.58333
926,beyond us,0.44444
927,endear,0.66667
928,case zero .,0.38889
929,"gender polit , genr thrill inher humor",0.54167
930,unscath rage fire,0.55556
931,wannab comedi manner braini prep-school kid mrs. robinson complex founder precious -- squander beauti women .,0.31944
932,thing costner movi known ;,0.5
933,film get ad disdain fact nearli imposs look understand .,0.22222
934,'s straight twin peak action,0.55556
935,contriv plot point,0.33333
936,", devast documentari two maladjust teen downward narcot spiral .",0.56944
937,"guy wait three year breathless anticip new hal hartley movi pore , thing big letdown .",0.11111
938,"fate hundr thousand chines , one qualifi terribl tragedi",0.375
939,essayist work,0.5
940,drew close,0.61111
941,ten-year-old femal protagonist steadfast refus set dualist battl good evil,0.56944
942,theater . 's hard imagin act could flatter,0.18056
943,"( evan ) , lost , got back",0.5
944,"start finish , featur fall grace still leav shockwav",0.76389
945,"'s fallen sweet , melancholi spell uniqu director 's previou film",0.79167
946,fairli weak retool,0.29167
947,a. . .,0.5
948,one best war movi ever made,0.875
949,aw lot,0.44444
950,"compass , sacrific ,",0.55556
951,", n't care",0.38889
952,complet inan,0.29167
953,'s great american adventur wonder film bring imax,0.91667
954,assassin 's,0.4305600000000001
955,compet perform,0.73611
956,good,0.5
957,final minut,0.59722
958,bruce joel rubin,0.54167
959,float within sea person .,0.55556
960,distinct,0.41667
961,"sharper , cleaner script",0.61111
962,antiqu pulp,0.54167
963,feel truli know make holli marina tick,0.59722
964,-- pleasantli way self-dramat charact,0.88889
965,"use inform , adult hindsight",0.58333
966,occur,0.5
967,rude black comedi catalyt effect holi fool,0.25
968,utterli pain watch,0.11111
969,defeat defiant nation flux,0.55556
970,sundanc film festiv becom buzz-obsess fan produc descend upon utah januari ferret next great thing .,0.55556
971,affin,0.34722
972,feel 're see someth purer real thing,0.91667
973,", provoc prescient",0.79167
974,tv movie-esqu,0.40278
975,c.h.o. cho,0.5
976,selbi,0.5
977,repuls gener fan,0.5
978,sorriest,0.30556
979,got,0.5
980,come insultingli simplist,0.36111
981,patricio guzman 's,0.5
982,inabl dream aspir,0.5
983,watch beani gang,0.58333
984,entertain inferior level .,0.65278
985,"soggi contemporari charact , actor",0.33333
986,"better summer blockbust endur last summer , hope , set tone summer good stuff .",0.81944
987,gloriou chicaneri self-delus,0.45833
988,"clever sight gag scatter , enough make anyth anoth big-budget bust",0.38889
989,like movi pitfal bad behavior ... circuit get drawn parti .,0.31944
990,( goldbach ),0.51389
991,also happen rariti among sequel,0.51389
992,stay within confin well-establish genr .,0.66667
993,"brilliant , honest perform",0.93056
994,give perform masterli .,0.875
995,pun,0.5
996,miscast lead,0.20833
997,"paper skeleton good act , dialogu ,",0.59722
998,`` good girl '' film worth watch,0.66667
999,unlik odyssey,0.52778
1000,less cheap thriller 'd expect fairli reveal studi two main charact -- damaged-good peopl whose orbit inevit,0.65278
1001,"take certain kind horror movi qualifi ` wors expect , ' ghost ship somehow manag exactli .",0.11111
1002,"( last metro ) melodramat , confin singl theater compani strategi decept , taverni concern entir period histori .",0.61111
1003,admir ambiti self-indulg .,0.47222
1004,one worst titl recent cinemat histori,0.013889
1005,dani,0.55556
1006,especi young ballesta galan ( first-tim actor ),0.5
1007,comfort food mind,0.68056
1008,grotesqu impress,0.59722
1009,get tangl twist choke energi right audienc seek frighten .,0.22222
1010,"movi best work us , second help love , romanc , tragedi , fals dawn , real dawn , comic relief , two separ crise marriag ceremoni , lush sceneri cotswold .",0.76389
1011,energet frontman,0.76389
1012,compos,0.55556
1013,"taken mothball-i stuff made rather sturdi , old-fashion entertain",0.66667
1014,'s fresh idea,0.22222
1015,gener,0.5
1016,outrun,0.5
1017,middl chicago 's south side,0.5
1018,big build-up,0.51389
1019,"chill , affect",0.625
1020,painterli literari,0.58333
1021,walled-off,0.48611
1022,"rabbit-proof fenc , noyc tailor epic tale lean , econom movi .",0.72222
1023,whoosh,0.48611
1024,"parent , hand , ahead plot time",0.44444
1025,'ll enjoy movi .,0.76389
1026,hodgepodg,0.59722
1027,90 minut play opposit bullock grant still look ill eas share scene,0.19444
1028,'ve miss first half-dozen episod probabl,0.41667
1029,'s endear hear madam . refer husband ` jacki ' --,0.625
1030,crap,0.34722
1031,papai,0.5
1032,photograph,0.51389
1033,peopl intend make shine,0.375
1034,"terri gilliam 's subconsci , press kafka 's meat grinder buñuel 's case",0.68056
1035,nice twist end,0.55556
1036,receiv war depart telegram,0.38889
1037,"shun kid ,",0.33333
1038,rel short,0.5
1039,siuation,0.5
1040,chase flick,0.5
1041,wors stunt edit,0.26389
1042,actor 's movi,0.5
1043,princip charact,0.5
1044,"frankli , 's pretti stupid .",0.20833
1045,"sheer , selfish , wound-lick , bar-scrap dogged",0.45833
1046,first-tim screenwrit paul pender,0.40278
1047,"apuesta fuert para el futuro del director , apuesta bien fundada , pue la suert ya la tien , la cinta lo comprueba ...",0.5
1048,movi 's vision white american zealous spread puritan brand christian south sea island one true believ could relish .,0.34722
1049,"decidedli foul style post-modern contemporari , farrelli brother",0.44444
1050,famili sour immort,0.5
1051,purposeless violenc,0.31944
1052,troubl everi day,0.38889
1053,bunch,0.44444
1054,big splash,0.72222
1055,nasti aftertast,0.27778
1056,self-hat,0.47222
1057,done artless sytl,0.47222
1058,quirki funni strain evid,0.27778
1059,snapshot danger polit situat verg come head,0.65278
1060,possibl futur children,0.55556
1061,heat,0.48611
1062,"go motion , begin pale script",0.45833
1063,friend lover,0.5
1064,atom egoyan,0.5
1065,first opera-to-film translat,0.55556
1066,absorb,0.80556
1067,defin us,0.58333
1068,down-to-earth bullock nonchal grant,0.51389
1069,driven,0.58333
1070,play stori straight,0.68056
1071,"make mix-and - match metaphor intrigu , lull us torpor cultiv allergi",0.38889
1072,film releg dark video store corner,0.38889
1073,heartstr untug liber caus unplund,0.48611
1074,"undeni move film experi , ultim 's make worth recommend",0.8333299999999999
1075,right-on satir humor,0.70833
1076,"one film 's star recent said , tortuou comment perfectli illustr pictur 's moral schizophrenia .",0.13889
1077,'s like whatev thought first product -- pro con -- 'll like think one,0.55556
1078,neither romant thrill .,0.30556
1079,sleep-induc thriller singl twist everyon except charact see come mile away .,0.23611
1080,creepiest,0.45833
1081,standard horror flick formula,0.36111
1082,truth ` realiti ' show,0.69444
1083,storm,0.51389
1084,live intellig,0.66667
1085,might swept rug .,0.26389
1086,"'s touch tender prove even sorrow find humor . like blend shade lipstick , compon combin one terrif stori lot laugh .",0.8333299999999999
1087,pythonesqu,0.52778
1088,"relianc formula , though",0.31944
1089,bang !,0.55556
1090,colleg comedi 's target audienc n't graduat junior high school,0.15278
1091,"ms . ramsay co-writ , liana dognini",0.5
1092,"wise , wizen visitor faraway planet",0.61111
1093,better phantom menac,0.63889
1094,"brilliant sleep-depriv dormer , increas weari much existenti",0.70833
